datetime,de_forecast1_spot,sk_forecast1_spot,sk_forecast2_spot,sk_merged_spot
2025-09-11 00:00:00,,,,
2025-09-11 00:15:00,,,,
2025-09-11 00:30:00,,,,
2025-09-11 00:45:00,,,,
2025-09-11 01:00:00,,,,
2025-09-11 01:15:00,,,,
2025-09-11 01:30:00,,,,
2025-09-11 01:45:00,,,,
2025-09-11 02:00:00,,,,
2025-09-11 02:15:00,,,,
2025-09-11 02:30:00,,,,
2025-09-11 02:45:00,,,,
2025-09-11 03:00:00,,,,
2025-09-11 03:15:00,,,,
2025-09-11 03:30:00,,,,
2025-09-11 03:45:00,,,,
2025-09-11 04:00:00,,,,
2025-09-11 04:15:00,,,,
2025-09-11 04:30:00,,,,
2025-09-11 04:45:00,,,,
2025-09-11 05:00:00,,,,
2025-09-11 05:15:00,,,,
2025-09-11 05:30:00,,,,
2025-09-11 05:45:00,,,,
2025-09-11 06:00:00,,,,
2025-09-11 06:15:00,,,,
2025-09-11 06:30:00,,,,
2025-09-11 06:45:00,,,,
2025-09-11 07:00:00,,,,
2025-09-11 07:15:00,,,,
2025-09-11 07:30:00,,,,
2025-09-11 07:45:00,,,,
2025-09-11 08:00:00,,,,
2025-09-11 08:15:00,,,,
2025-09-11 08:30:00,,,,
2025-09-11 08:45:00,,,,
2025-09-11 09:00:00,,,,
2025-09-11 09:15:00,,,,
2025-09-11 09:30:00,,,,
2025-09-11 09:45:00,,,,
2025-09-11 10:00:00,,,,
2025-09-11 10:15:00,,,,
2025-09-11 10:30:00,,,,
2025-09-11 10:45:00,,,,
2025-09-11 11:00:00,,,,
2025-09-11 11:15:00,,,,
2025-09-11 11:30:00,,,,
2025-09-11 11:45:00,,,,
2025-09-11 12:00:00,,,,
2025-09-11 12:15:00,,,,
2025-09-11 12:30:00,,,,
2025-09-11 12:45:00,,,,
2025-09-11 13:00:00,,,,
2025-09-11 13:15:00,,,,
2025-09-11 13:30:00,,,,
2025-09-11 13:45:00,,,,
2025-09-11 14:00:00,,,,
2025-09-11 14:15:00,,,,
2025-09-11 14:30:00,,,,
2025-09-11 14:45:00,,,,
2025-09-11 15:00:00,,,,
2025-09-11 15:15:00,,,,
2025-09-11 15:30:00,,,,
2025-09-11 15:45:00,,,,
2025-09-11 16:00:00,,,,
2025-09-11 16:15:00,,,,
2025-09-11 16:30:00,,,,
2025-09-11 16:45:00,,,,
2025-09-11 17:00:00,,,,
2025-09-11 17:15:00,,,,
2025-09-11 17:30:00,,,,
2025-09-11 17:45:00,,,,
2025-09-11 18:00:00,,,,
2025-09-11 18:15:00,,,,
2025-09-11 18:30:00,,,,
2025-09-11 18:45:00,,,,
2025-09-11 19:00:00,,,,
2025-09-11 19:15:00,,,,
2025-09-11 19:30:00,,,,
2025-09-11 19:45:00,,,,
2025-09-11 20:00:00,,,,
2025-09-11 20:15:00,,,,
2025-09-11 20:30:00,,,,
2025-09-11 20:45:00,,,,
2025-09-11 21:00:00,,,,
2025-09-11 21:15:00,,,,
2025-09-11 21:30:00,,,,
2025-09-11 21:45:00,,,,
2025-09-11 22:00:00,,,,
2025-09-11 22:15:00,,,,
2025-09-11 22:30:00,,,,
2025-09-11 22:45:00,,,,
2025-09-11 23:00:00,,,,
2025-09-11 23:15:00,,,,
2025-09-11 23:30:00,,,,
2025-09-11 23:45:00,,,,
2025-09-12 00:00:00,,,,
2025-09-12 00:15:00,,,,
2025-09-12 00:30:00,,,,
2025-09-12 00:45:00,,,,
2025-09-12 01:00:00,,,,
2025-09-12 01:15:00,,,,
2025-09-12 01:30:00,,,,
2025-09-12 01:45:00,,,,
2025-09-12 02:00:00,,,,
2025-09-12 02:15:00,,,,
2025-09-12 02:30:00,,,,
2025-09-12 02:45:00,,,,
2025-09-12 03:00:00,,,,
2025-09-12 03:15:00,,,,
2025-09-12 03:30:00,,,,
2025-09-12 03:45:00,,,,
2025-09-12 04:00:00,,,,
2025-09-12 04:15:00,,,,
2025-09-12 04:30:00,,,,
2025-09-12 04:45:00,,,,
2025-09-12 05:00:00,,,,
2025-09-12 05:15:00,,,,
2025-09-12 05:30:00,,,,
2025-09-12 05:45:00,,,,
2025-09-12 06:00:00,,,,
2025-09-12 06:15:00,,,,
2025-09-12 06:30:00,,,,
2025-09-12 06:45:00,,,,
2025-09-12 07:00:00,,,,
2025-09-12 07:15:00,,,,
2025-09-12 07:30:00,,,,
2025-09-12 07:45:00,,,,
2025-09-12 08:00:00,,,,
2025-09-12 08:15:00,,,,
2025-09-12 08:30:00,,,,
2025-09-12 08:45:00,,,,
2025-09-12 09:00:00,,,,
2025-09-12 09:15:00,,,,
2025-09-12 09:30:00,,,,
2025-09-12 09:45:00,,,,
2025-09-12 10:00:00,,,,
2025-09-12 10:15:00,,,,
2025-09-12 10:30:00,,,,
2025-09-12 10:45:00,,,,
2025-09-12 11:00:00,,,,
2025-09-12 11:15:00,,,,
2025-09-12 11:30:00,,,,
2025-09-12 11:45:00,,,,
2025-09-12 12:00:00,,,,
2025-09-12 12:15:00,,,,
2025-09-12 12:30:00,,,,
2025-09-12 12:45:00,,,,
2025-09-12 13:00:00,,,,
2025-09-12 13:15:00,,,,
2025-09-12 13:30:00,,,,
2025-09-12 13:45:00,,,,
2025-09-12 14:00:00,,,,
2025-09-12 14:15:00,,,,
2025-09-12 14:30:00,,,,
2025-09-12 14:45:00,,,,
2025-09-12 15:00:00,,,,
2025-09-12 15:15:00,,,,
2025-09-12 15:30:00,,,,
2025-09-12 15:45:00,,,,
2025-09-12 16:00:00,,,,
2025-09-12 16:15:00,,,,
2025-09-12 16:30:00,,,,
2025-09-12 16:45:00,,,,
2025-09-12 17:00:00,,,,
2025-09-12 17:15:00,,,,
2025-09-12 17:30:00,,,,
2025-09-12 17:45:00,,,,
2025-09-12 18:00:00,,,,
2025-09-12 18:15:00,,,,
2025-09-12 18:30:00,,,,
2025-09-12 18:45:00,,,,
2025-09-12 19:00:00,,,,
2025-09-12 19:15:00,,,,
2025-09-12 19:30:00,,,,
2025-09-12 19:45:00,,,,
2025-09-12 20:00:00,,,,
2025-09-12 20:15:00,,,,
2025-09-12 20:30:00,,,,
2025-09-12 20:45:00,,,,
2025-09-12 21:00:00,,,,
2025-09-12 21:15:00,,,,
2025-09-12 21:30:00,,,,
2025-09-12 21:45:00,,,,
2025-09-12 22:00:00,,,,
2025-09-12 22:15:00,,,,
2025-09-12 22:30:00,,,,
2025-09-12 22:45:00,,,,
2025-09-12 23:00:00,,,,
2025-09-12 23:15:00,,,,
2025-09-12 23:30:00,,,,
2025-09-12 23:45:00,,,,
2025-09-13 00:00:00,,,,
2025-09-13 00:15:00,,,,
2025-09-13 00:30:00,,,,
2025-09-13 00:45:00,,,,
2025-09-13 01:00:00,,,,
2025-09-13 01:15:00,,,,
2025-09-13 01:30:00,,,,
2025-09-13 01:45:00,,,,
2025-09-13 02:00:00,,,,
2025-09-13 02:15:00,,,,
2025-09-13 02:30:00,,,,
2025-09-13 02:45:00,,,,
2025-09-13 03:00:00,,,,
2025-09-13 03:15:00,,,,
2025-09-13 03:30:00,,,,
2025-09-13 03:45:00,,,,
2025-09-13 04:00:00,,,,
2025-09-13 04:15:00,,,,
2025-09-13 04:30:00,,,,
2025-09-13 04:45:00,,,,
2025-09-13 05:00:00,,,,
2025-09-13 05:15:00,,,,
2025-09-13 05:30:00,,,,
2025-09-13 05:45:00,,,,
2025-09-13 06:00:00,,,,
2025-09-13 06:15:00,,,,
2025-09-13 06:30:00,,,,
2025-09-13 06:45:00,,,,
2025-09-13 07:00:00,,,,
2025-09-13 07:15:00,,,,
2025-09-13 07:30:00,,,,
2025-09-13 07:45:00,,,,
2025-09-13 08:00:00,,,,
2025-09-13 08:15:00,,,,
2025-09-13 08:30:00,,,,
2025-09-13 08:45:00,,,,
2025-09-13 09:00:00,,,,
2025-09-13 09:15:00,,,,
2025-09-13 09:30:00,,,,
2025-09-13 09:45:00,,,,
2025-09-13 10:00:00,,,,
2025-09-13 10:15:00,,,,
2025-09-13 10:30:00,,,,
2025-09-13 10:45:00,,,,
2025-09-13 11:00:00,,,,
2025-09-13 11:15:00,,,,
2025-09-13 11:30:00,,,,
2025-09-13 11:45:00,,,,
2025-09-13 12:00:00,,,,
2025-09-13 12:15:00,,,,
2025-09-13 12:30:00,,,,
2025-09-13 12:45:00,,,,
2025-09-13 13:00:00,,,,
2025-09-13 13:15:00,,,,
2025-09-13 13:30:00,,,,
2025-09-13 13:45:00,,,,
2025-09-13 14:00:00,,,,
2025-09-13 14:15:00,,,,
2025-09-13 14:30:00,,,,
2025-09-13 14:45:00,,,,
2025-09-13 15:00:00,,,,
2025-09-13 15:15:00,,,,
2025-09-13 15:30:00,,,,
2025-09-13 15:45:00,,,,
2025-09-13 16:00:00,,,,
2025-09-13 16:15:00,,,,
2025-09-13 16:30:00,,,,
2025-09-13 16:45:00,,,,
2025-09-13 17:00:00,,,,
2025-09-13 17:15:00,,,,
2025-09-13 17:30:00,,,,
2025-09-13 17:45:00,,,,
2025-09-13 18:00:00,,,,
2025-09-13 18:15:00,,,,
2025-09-13 18:30:00,,,,
2025-09-13 18:45:00,,,,
2025-09-13 19:00:00,,,,
2025-09-13 19:15:00,,,,
2025-09-13 19:30:00,,,,
2025-09-13 19:45:00,,,,
2025-09-13 20:00:00,,,,
2025-09-13 20:15:00,,,,
2025-09-13 20:30:00,,,,
2025-09-13 20:45:00,,,,
2025-09-13 21:00:00,,,,
2025-09-13 21:15:00,,,,
2025-09-13 21:30:00,,,,
2025-09-13 21:45:00,,,,
2025-09-13 22:00:00,,,,
2025-09-13 22:15:00,,,,
2025-09-13 22:30:00,,,,
2025-09-13 22:45:00,,,,
2025-09-13 23:00:00,,,,
2025-09-13 23:15:00,,,,
2025-09-13 23:30:00,,,,
2025-09-13 23:45:00,,,,
2025-09-14 00:00:00,,,,
2025-09-14 00:15:00,,,,
2025-09-14 00:30:00,,,,
2025-09-14 00:45:00,,,,
2025-09-14 01:00:00,,,,
2025-09-14 01:15:00,,,,
2025-09-14 01:30:00,,,,
2025-09-14 01:45:00,,,,
2025-09-14 02:00:00,,,,
2025-09-14 02:15:00,,,,
2025-09-14 02:30:00,,,,
2025-09-14 02:45:00,,,,
2025-09-14 03:00:00,,,,
2025-09-14 03:15:00,,,,
2025-09-14 03:30:00,,,,
2025-09-14 03:45:00,,,,
2025-09-14 04:00:00,,,,
2025-09-14 04:15:00,,,,
2025-09-14 04:30:00,,,,
2025-09-14 04:45:00,,,,
2025-09-14 05:00:00,,,,
2025-09-14 05:15:00,,,,
2025-09-14 05:30:00,,,,
2025-09-14 05:45:00,,,,
2025-09-14 06:00:00,,,,
2025-09-14 06:15:00,,,,
2025-09-14 06:30:00,,,,
2025-09-14 06:45:00,,,,
2025-09-14 07:00:00,,,,
2025-09-14 07:15:00,,,,
2025-09-14 07:30:00,,,,
2025-09-14 07:45:00,,,,
2025-09-14 08:00:00,,,,
2025-09-14 08:15:00,,,,
2025-09-14 08:30:00,,,,
2025-09-14 08:45:00,,,,
2025-09-14 09:00:00,,,,
2025-09-14 09:15:00,,,,
2025-09-14 09:30:00,,,,
2025-09-14 09:45:00,,,,
2025-09-14 10:00:00,,,,
2025-09-14 10:15:00,,,,
2025-09-14 10:30:00,,,,
2025-09-14 10:45:00,,,,
2025-09-14 11:00:00,,,,
2025-09-14 11:15:00,,,,
2025-09-14 11:30:00,,,,
2025-09-14 11:45:00,,,,
2025-09-14 12:00:00,,,,
2025-09-14 12:15:00,,,,
2025-09-14 12:30:00,,,,
2025-09-14 12:45:00,,,,
2025-09-14 13:00:00,,,,
2025-09-14 13:15:00,,,,
2025-09-14 13:30:00,,,,
2025-09-14 13:45:00,,,,
2025-09-14 14:00:00,,,,
2025-09-14 14:15:00,,,,
2025-09-14 14:30:00,,,,
2025-09-14 14:45:00,,,,
2025-09-14 15:00:00,,,,
2025-09-14 15:15:00,,,,
2025-09-14 15:30:00,,,,
2025-09-14 15:45:00,,,,
2025-09-14 16:00:00,,,,
2025-09-14 16:15:00,,,,
2025-09-14 16:30:00,,,,
2025-09-14 16:45:00,,,,
2025-09-14 17:00:00,,,,
2025-09-14 17:15:00,,,,
2025-09-14 17:30:00,,,,
2025-09-14 17:45:00,,,,
2025-09-14 18:00:00,,,,
2025-09-14 18:15:00,,,,
2025-09-14 18:30:00,,,,
2025-09-14 18:45:00,,,,
2025-09-14 19:00:00,,,,
2025-09-14 19:15:00,,,,
2025-09-14 19:30:00,,,,
2025-09-14 19:45:00,,,,
2025-09-14 20:00:00,,,,
2025-09-14 20:15:00,,,,
2025-09-14 20:30:00,,,,
2025-09-14 20:45:00,,,,
2025-09-14 21:00:00,,,,
2025-09-14 21:15:00,,,,
2025-09-14 21:30:00,,,,
2025-09-14 21:45:00,,,,
2025-09-14 22:00:00,,,,
2025-09-14 22:15:00,,,,
2025-09-14 22:30:00,,,,
2025-09-14 22:45:00,,,,
2025-09-14 23:00:00,,,,
2025-09-14 23:15:00,,,,
2025-09-14 23:30:00,,,,
2025-09-14 23:45:00,,,,
2025-09-15 00:00:00,,,,
2025-09-15 00:15:00,,,,
2025-09-15 00:30:00,,,,
2025-09-15 00:45:00,,,,
2025-09-15 01:00:00,,,,
2025-09-15 01:15:00,,,,
2025-09-15 01:30:00,,,,
2025-09-15 01:45:00,,,,
2025-09-15 02:00:00,,,,
2025-09-15 02:15:00,,,,
2025-09-15 02:30:00,,,,
2025-09-15 02:45:00,,,,
2025-09-15 03:00:00,,,,
2025-09-15 03:15:00,,,,
2025-09-15 03:30:00,,,,
2025-09-15 03:45:00,,,,
2025-09-15 04:00:00,,,,
2025-09-15 04:15:00,,,,
2025-09-15 04:30:00,,,,
2025-09-15 04:45:00,,,,
2025-09-15 05:00:00,,,,
2025-09-15 05:15:00,,,,
2025-09-15 05:30:00,,,,
2025-09-15 05:45:00,,,,
2025-09-15 06:00:00,,,,
2025-09-15 06:15:00,,,,
2025-09-15 06:30:00,,,,
2025-09-15 06:45:00,,,,
2025-09-15 07:00:00,,,,
2025-09-15 07:15:00,,,,
2025-09-15 07:30:00,,,,
2025-09-15 07:45:00,,,,
2025-09-15 08:00:00,,,,
2025-09-15 08:15:00,,,,
2025-09-15 08:30:00,,,,
2025-09-15 08:45:00,,,,
2025-09-15 09:00:00,,,,
2025-09-15 09:15:00,,,,
2025-09-15 09:30:00,,,,
2025-09-15 09:45:00,,,,
2025-09-15 10:00:00,,,,
2025-09-15 10:15:00,,,,
2025-09-15 10:30:00,,,,
2025-09-15 10:45:00,,,,
2025-09-15 11:00:00,,,,
2025-09-15 11:15:00,,,,
2025-09-15 11:30:00,,,,
2025-09-15 11:45:00,,,,
2025-09-15 12:00:00,,,,
2025-09-15 12:15:00,,,,
2025-09-15 12:30:00,,,,
2025-09-15 12:45:00,,,,
2025-09-15 13:00:00,,,,
2025-09-15 13:15:00,,,,
2025-09-15 13:30:00,,,,
2025-09-15 13:45:00,,,,
2025-09-15 14:00:00,,,,
2025-09-15 14:15:00,,,,
2025-09-15 14:30:00,,,,
2025-09-15 14:45:00,,,,
2025-09-15 15:00:00,,,,
2025-09-15 15:15:00,,,,
2025-09-15 15:30:00,,,,
2025-09-15 15:45:00,,,,
2025-09-15 16:00:00,,,,
2025-09-15 16:15:00,,,,
2025-09-15 16:30:00,,,,
2025-09-15 16:45:00,,,,
2025-09-15 17:00:00,,,,
2025-09-15 17:15:00,,,,
2025-09-15 17:30:00,,,,
2025-09-15 17:45:00,,,,
2025-09-15 18:00:00,,,,
2025-09-15 18:15:00,,,,
2025-09-15 18:30:00,,,,
2025-09-15 18:45:00,,,,
2025-09-15 19:00:00,,,,
2025-09-15 19:15:00,,,,
2025-09-15 19:30:00,,,,
2025-09-15 19:45:00,,,,
2025-09-15 20:00:00,,,,
2025-09-15 20:15:00,,,,
2025-09-15 20:30:00,,,,
2025-09-15 20:45:00,,,,
2025-09-15 21:00:00,,,,
2025-09-15 21:15:00,,,,
2025-09-15 21:30:00,,,,
2025-09-15 21:45:00,,,,
2025-09-15 22:00:00,,,,
2025-09-15 22:15:00,,,,
2025-09-15 22:30:00,,,,
2025-09-15 22:45:00,,,,
2025-09-15 23:00:00,,,,
2025-09-15 23:15:00,,,,
2025-09-15 23:30:00,,,,
2025-09-15 23:45:00,,,,
2025-09-16 00:00:00,,,,
2025-09-16 00:15:00,,,,
2025-09-16 00:30:00,,,,
2025-09-16 00:45:00,,,,
2025-09-16 01:00:00,,,,
2025-09-16 01:15:00,,,,
2025-09-16 01:30:00,,,,
2025-09-16 01:45:00,,,,
2025-09-16 02:00:00,,,,
2025-09-16 02:15:00,,,,
2025-09-16 02:30:00,,,,
2025-09-16 02:45:00,,,,
2025-09-16 03:00:00,,,,
2025-09-16 03:15:00,,,,
2025-09-16 03:30:00,,,,
2025-09-16 03:45:00,,,,
2025-09-16 04:00:00,,,,
2025-09-16 04:15:00,,,,
2025-09-16 04:30:00,,,,
2025-09-16 04:45:00,,,,
2025-09-16 05:00:00,,,,
2025-09-16 05:15:00,,,,
2025-09-16 05:30:00,,,,
2025-09-16 05:45:00,,,,
2025-09-16 06:00:00,,,,
2025-09-16 06:15:00,,,,
2025-09-16 06:30:00,,,,
2025-09-16 06:45:00,,,,
2025-09-16 07:00:00,,,,
2025-09-16 07:15:00,,,,
2025-09-16 07:30:00,,,,
2025-09-16 07:45:00,,,,
2025-09-16 08:00:00,,,,
2025-09-16 08:15:00,,,,
2025-09-16 08:30:00,,,,
2025-09-16 08:45:00,,,,
2025-09-16 09:00:00,,,,
2025-09-16 09:15:00,,,,
2025-09-16 09:30:00,,,,
2025-09-16 09:45:00,,,,
2025-09-16 10:00:00,,,,
2025-09-16 10:15:00,,,,
2025-09-16 10:30:00,,,,
2025-09-16 10:45:00,,,,
2025-09-16 11:00:00,,,,
2025-09-16 11:15:00,,,,
2025-09-16 11:30:00,,,,
2025-09-16 11:45:00,,,,
2025-09-16 12:00:00,,,,
2025-09-16 12:15:00,,,,
2025-09-16 12:30:00,,,,
2025-09-16 12:45:00,,,,
2025-09-16 13:00:00,,,,
2025-09-16 13:15:00,,,,
2025-09-16 13:30:00,,,,
2025-09-16 13:45:00,,,,
2025-09-16 14:00:00,,,,
2025-09-16 14:15:00,,,,
2025-09-16 14:30:00,,,,
2025-09-16 14:45:00,,,,
2025-09-16 15:00:00,,,,
2025-09-16 15:15:00,,,,
2025-09-16 15:30:00,,,,
2025-09-16 15:45:00,,,,
2025-09-16 16:00:00,,,,
2025-09-16 16:15:00,,,,
2025-09-16 16:30:00,,,,
2025-09-16 16:45:00,,,,
2025-09-16 17:00:00,,,,
2025-09-16 17:15:00,,,,
2025-09-16 17:30:00,,,,
2025-09-16 17:45:00,,,,
2025-09-16 18:00:00,,,,
2025-09-16 18:15:00,,,,
2025-09-16 18:30:00,,,,
2025-09-16 18:45:00,,,,
2025-09-16 19:00:00,,,,
2025-09-16 19:15:00,,,,
2025-09-16 19:30:00,,,,
2025-09-16 19:45:00,,,,
2025-09-16 20:00:00,,,,
2025-09-16 20:15:00,,,,
2025-09-16 20:30:00,,,,
2025-09-16 20:45:00,,,,
2025-09-16 21:00:00,,,,
2025-09-16 21:15:00,,,,
2025-09-16 21:30:00,,,,
2025-09-16 21:45:00,,,,
2025-09-16 22:00:00,,,,
2025-09-16 22:15:00,,,,
2025-09-16 22:30:00,,,,
2025-09-16 22:45:00,,,,
2025-09-16 23:00:00,,,,
2025-09-16 23:15:00,,,,
2025-09-16 23:30:00,,,,
2025-09-16 23:45:00,,,,
2025-09-17 00:00:00,62.03037776,73.82433375,73.82433375,
2025-09-17 00:15:00,61.3250788,73.28424511,73.28424511,
2025-09-17 00:30:00,61.10533257,73.99996066,73.99996066,
2025-09-17 00:45:00,61.35385348,73.52374893,73.52374893,
2025-09-17 01:00:00,50.74324452,71.85541016,71.85541016,
2025-09-17 01:15:00,50.81357039,71.54635436,71.54635436,
2025-09-17 01:30:00,51.48361403,71.66079305,71.66079305,
2025-09-17 01:45:00,50.77293626,71.57830329,71.57830329,
2025-09-17 02:00:00,48.13169718,68.32281287,68.32281287,
2025-09-17 02:15:00,47.98804476,68.59203992,68.59203992,
2025-09-17 02:30:00,47.50980628,68.34032537,68.34032537,
2025-09-17 02:45:00,48.27203276,68.7565719,68.7565719,
2025-09-17 03:00:00,52.73595516,69.48354469,69.48354469,
2025-09-17 03:15:00,52.26475437,68.95815491,68.95815491,
2025-09-17 03:30:00,52.22515128,68.97695216,68.97695216,
2025-09-17 03:45:00,52.65941022,69.81527526,69.81527526,
2025-09-17 04:00:00,61.89280328,68.66822239,68.66822239,
2025-09-17 04:15:00,61.85623381,68.62827224,68.62827224,
2025-09-17 04:30:00,61.8054023,69.3647234,69.3647234,
2025-09-17 04:45:00,61.6589686,69.22381255,69.22381255,
2025-09-17 05:00:00,72.29982147,77.97963537,77.97963537,
2025-09-17 05:15:00,72.10792264,77.39711045,77.39711045,
2025-09-17 05:30:00,71.69401198,78.15635412,78.15635412,
2025-09-17 05:45:00,71.70332211,77.30281038,77.30281038,
2025-09-17 06:00:00,98.72310539,127.9341529,127.9341529,
2025-09-17 06:15:00,98.83032461,127.6544602,127.6544602,
2025-09-17 06:30:00,99.65602034,128.2309113,128.2309113,
2025-09-17 06:45:00,99.08778358,127.4065773,127.4065773,
2025-09-17 07:00:00,104.7881561,153.3856818,153.3856818,
2025-09-17 07:15:00,104.1703648,153.6155614,153.6155614,
2025-09-17 07:30:00,104.8749629,153.7221739,153.7221739,
2025-09-17 07:45:00,104.7891484,153.6416728,153.6416728,
2025-09-17 08:00:00,100.2809373,105.3238614,105.3238614,
2025-09-17 08:15:00,100.5086185,105.2423033,105.2423033,
2025-09-17 08:30:00,100.9790142,104.8576028,104.8576028,
2025-09-17 08:45:00,100.9353575,105.0576022,105.0576022,
2025-09-17 09:00:00,83.22559575,82.61556261,82.61556261,
2025-09-17 09:15:00,83.26341731,82.54011339,82.54011339,
2025-09-17 09:30:00,82.29315388,83.21624863,83.21624863,
2025-09-17 09:45:00,83.23260703,82.26649871,82.26649871,
2025-09-17 10:00:00,52.28294758,52.05147648,52.05147648,
2025-09-17 10:15:00,52.26411404,52.39237387,52.39237387,
2025-09-17 10:30:00,51.9547161,52.93083044,52.93083044,
2025-09-17 10:45:00,52.36227256,52.29544475,52.29544475,
2025-09-17 11:00:00,33.29033077,34.08180582,34.08180582,
2025-09-17 11:15:00,33.49247004,33.23408795,33.23408795,
2025-09-17 11:30:00,33.73283489,34.10491297,34.10491297,
2025-09-17 11:45:00,33.349319,33.39421902,33.39421902,
2025-09-17 12:00:00,23.09132392,23.55698488,23.55698488,
2025-09-17 12:15:00,23.73318619,23.73511847,23.73511847,
2025-09-17 12:30:00,23.8750065,23.62060365,23.62060365,
2025-09-17 12:45:00,23.35027099,23.72087466,23.72087466,
2025-09-17 13:00:00,17.30141481,16.51982818,16.51982818,
2025-09-17 13:15:00,17.22709046,16.73364187,16.73364187,
2025-09-17 13:30:00,16.90360337,16.54085612,16.54085612,
2025-09-17 13:45:00,16.96360861,17.34547175,17.34547175,
2025-09-17 14:00:00,18.68358651,20.49082672,20.49082672,
2025-09-17 14:15:00,19.20363471,20.11867945,20.11867945,
2025-09-17 14:30:00,18.51995516,20.58565354,20.58565354,
2025-09-17 14:45:00,18.749671,19.93161911,19.93161911,
2025-09-17 15:00:00,24.21666589,41.80873251,41.80873251,
2025-09-17 15:15:00,24.28242891,42.46487448,42.46487448,
2025-09-17 15:30:00,24.59067787,42.09107314,42.09107314,
2025-09-17 15:45:00,24.6500715,42.43450951,42.43450951,
2025-09-17 16:00:00,54.35942034,77.09228677,77.09228677,
2025-09-17 16:15:00,54.54103056,77.0444326,77.0444326,
2025-09-17 16:30:00,54.72696075,77.73034015,77.73034015,
2025-09-17 16:45:00,54.33838594,77.10630783,77.10630783,
2025-09-17 17:00:00,94.06881668,116.4990097,116.4990097,
2025-09-17 17:15:00,93.70775963,116.5605131,116.5605131,
2025-09-17 17:30:00,93.62877716,116.916315,116.916315,
2025-09-17 17:45:00,93.41891954,116.8138321,116.8138321,
2025-09-17 18:00:00,110.9361348,138.0516065,138.0516065,
2025-09-17 18:15:00,111.1501261,138.018145,138.018145,
2025-09-17 18:30:00,111.0571905,137.7594057,137.7594057,
2025-09-17 18:45:00,110.9479323,137.7194171,137.7194171,
2025-09-17 19:00:00,123.4118918,179.3523105,179.3523105,
2025-09-17 19:15:00,123.5619204,179.4372899,179.4372899,
2025-09-17 19:30:00,122.9501427,179.4669077,179.4669077,
2025-09-17 19:45:00,123.3140585,179.0278915,179.0278915,
2025-09-17 20:00:00,117.5247456,135.0388751,135.0388751,
2025-09-17 20:15:00,118.1119043,134.5921527,134.5921527,
2025-09-17 20:30:00,117.9199408,134.2550685,134.2550685,
2025-09-17 20:45:00,117.6033292,134.8096615,134.8096615,
2025-09-17 21:00:00,102.6423348,103.0847006,103.0847006,
2025-09-17 21:15:00,102.9873193,102.5403179,102.5403179,
2025-09-17 21:30:00,102.9691646,102.9277133,102.9277133,
2025-09-17 21:45:00,103.2902826,102.9727763,102.9727763,
2025-09-17 22:00:00,96.91739121,96.80506441,96.80506441,
2025-09-17 22:15:00,96.63110074,96.13184788,96.13184788,
2025-09-17 22:30:00,96.0146786,96.8465108,96.8465108,
2025-09-17 22:45:00,96.18103796,96.15529572,96.15529572,
2025-09-17 23:00:00,80.37815549,80.72059637,80.72059637,
2025-09-17 23:15:00,80.35128498,80.26328971,80.26328971,
2025-09-17 23:30:00,80.69928806,80.72810684,80.72810684,
2025-09-17 23:45:00,79.78131431,80.76785164,80.76785164,
2025-09-18 00:00:00,40.98690608,76.71390233,76.71390233,
2025-09-18 00:15:00,41.13899438,76.42853915,76.42853915,
2025-09-18 00:30:00,41.63121452,77.25318699,77.25318699,
2025-09-18 00:45:00,41.16722959,77.28925423,77.28925423,
2025-09-18 01:00:00,33.09938906,67.72997492,67.72997492,
2025-09-18 01:15:00,33.45171154,67.89892105,67.89892105,
2025-09-18 01:30:00,33.5594532,67.92340758,67.92340758,
2025-09-18 01:45:00,33.09928253,67.68641154,67.68641154,
2025-09-18 02:00:00,29.34334122,61.63885942,61.63885942,
2025-09-18 02:15:00,29.15366376,61.1275299,61.1275299,
2025-09-18 02:30:00,29.61907247,61.01642791,61.01642791,
2025-09-18 02:45:00,29.58220101,61.33287609,61.33287609,
2025-09-18 03:00:00,30.5247071,60.3727098,60.3727098,
2025-09-18 03:15:00,30.90296871,60.94987194,60.94987194,
2025-09-18 03:30:00,30.97818498,60.48444453,60.48444453,
2025-09-18 03:45:00,30.6609438,60.74663144,60.74663144,
2025-09-18 04:00:00,35.1985216,64.99835878,64.99835878,
2025-09-18 04:15:00,35.28738454,64.36053442,64.36053442,
2025-09-18 04:30:00,35.28890954,64.97209568,64.97209568,
2025-09-18 04:45:00,35.02380111,64.53190177,64.53190177,
2025-09-18 05:00:00,47.24985543,82.54409016,82.54409016,
2025-09-18 05:15:00,47.47193157,82.63558735,82.63558735,
2025-09-18 05:30:00,47.08293112,82.9217984,82.9217984,
2025-09-18 05:45:00,47.05994775,83.30517818,83.30517818,
2025-09-18 06:00:00,77.15999325,118.8506054,118.8506054,
2025-09-18 06:15:00,76.63982357,118.918032,118.918032,
2025-09-18 06:30:00,77.28220084,119.5481582,119.5481582,
2025-09-18 06:45:00,77.17004185,118.925288,118.925288,
2025-09-18 07:00:00,92.7455845,144.6887183,144.6887183,
2025-09-18 07:15:00,92.58132259,144.3434809,144.3434809,
2025-09-18 07:30:00,92.13243891,143.8439107,143.8439107,
2025-09-18 07:45:00,92.69180265,144.2869065,144.2869065,
2025-09-18 08:00:00,88.27452485,112.986406,112.986406,
2025-09-18 08:15:00,87.88665514,112.1518148,112.1518148,
