datetime,actual_load_mw,forecast_load_mw,date,year,month,day,hour,day_of_week,day_of_year,is_weekend,forecast_error_mw,forecast_error_pct
2024-01-01 00:00:00,2382.0,2410.0,2024-01-01,2024,1,1,1,0,1,0,-28.0,-1.18
2024-01-01 01:00:00,2280.0,2270.0,2024-01-01,2024,1,1,2,0,1,0,10.0,0.44
2024-01-01 02:00:00,2252.0,2230.0,2024-01-01,2024,1,1,3,0,1,0,22.0,0.98
2024-01-01 03:00:00,2168.0,2170.0,2024-01-01,2024,1,1,4,0,1,0,-2.0,-0.09
2024-01-01 04:00:00,2148.0,2130.0,2024-01-01,2024,1,1,5,0,1,0,18.0,0.84
2024-01-01 05:00:00,2167.0,2190.0,2024-01-01,2024,1,1,6,0,1,0,-23.0,-1.06
2024-01-01 06:00:00,2226.0,2230.0,2024-01-01,2024,1,1,7,0,1,0,-4.0,-0.18
2024-01-01 07:00:00,2267.0,2190.0,2024-01-01,2024,1,1,8,0,1,0,77.0,3.4
2024-01-01 08:00:00,2366.0,2380.0,2024-01-01,2024,1,1,9,0,1,0,-14.0,-0.59
2024-01-01 09:00:00,2519.0,2460.0,2024-01-01,2024,1,1,10,0,1,0,59.0,2.34
2024-01-01 10:00:00,2540.0,2580.0,2024-01-01,2024,1,1,11,0,1,0,-40.0,-1.57
2024-01-01 11:00:00,2688.0,2650.0,2024-01-01,2024,1,1,12,0,1,0,38.0,1.41
2024-01-01 12:00:00,2662.0,2660.0,2024-01-01,2024,1,1,13,0,1,0,2.0,0.08
2024-01-01 13:00:00,2641.0,2580.0,2024-01-01,2024,1,1,14,0,1,0,61.0,2.31
2024-01-01 14:00:00,2618.0,2550.0,2024-01-01,2024,1,1,15,0,1,0,68.0,2.6
2024-01-01 15:00:00,2550.0,2560.0,2024-01-01,2024,1,1,16,0,1,0,-10.0,-0.39
2024-01-01 16:00:00,2732.0,2650.0,2024-01-01,2024,1,1,17,0,1,0,82.0,3.0
2024-01-01 17:00:00,2746.0,2750.0,2024-01-01,2024,1,1,18,0,1,0,-4.0,-0.15
2024-01-01 18:00:00,2741.0,2740.0,2024-01-01,2024,1,1,19,0,1,0,1.0,0.04
2024-01-01 19:00:00,2753.0,2790.0,2024-01-01,2024,1,1,20,0,1,0,-37.0,-1.34
2024-01-01 20:00:00,2728.0,2700.0,2024-01-01,2024,1,1,21,0,1,0,28.0,1.03
2024-01-01 21:00:00,2612.0,2570.0,2024-01-01,2024,1,1,22,0,1,0,42.0,1.61
2024-01-01 22:00:00,2491.0,2400.0,2024-01-01,2024,1,1,23,0,1,0,91.0,3.65
2024-01-01 23:00:00,2374.0,2330.0,2024-01-01,2024,1,1,24,0,1,0,44.0,1.85
2024-01-02 00:00:00,2275.0,2300.0,2024-01-02,2024,1,2,1,1,2,0,-25.0,-1.1
2024-01-02 01:00:00,2176.0,2230.0,2024-01-02,2024,1,2,2,1,2,0,-54.0,-2.48
2024-01-02 02:00:00,2176.0,2220.0,2024-01-02,2024,1,2,3,1,2,0,-44.0,-2.02
2024-01-02 03:00:00,2186.0,2240.0,2024-01-02,2024,1,2,4,1,2,0,-54.0,-2.47
2024-01-02 04:00:00,2268.0,2320.0,2024-01-02,2024,1,2,5,1,2,0,-52.0,-2.29
2024-01-02 05:00:00,2431.0,2510.0,2024-01-02,2024,1,2,6,1,2,0,-79.0,-3.25
2024-01-02 06:00:00,2734.0,2820.0,2024-01-02,2024,1,2,7,1,2,0,-86.0,-3.15
2024-01-02 07:00:00,2932.0,2980.0,2024-01-02,2024,1,2,8,1,2,0,-48.0,-1.64
2024-01-02 08:00:00,3090.0,3150.0,2024-01-02,2024,1,2,9,1,2,0,-60.0,-1.94
2024-01-02 09:00:00,3225.0,3240.0,2024-01-02,2024,1,2,10,1,2,0,-15.0,-0.47
2024-01-02 10:00:00,3177.0,3200.0,2024-01-02,2024,1,2,11,1,2,0,-23.0,-0.72
2024-01-02 11:00:00,3298.0,3300.0,2024-01-02,2024,1,2,12,1,2,0,-2.0,-0.06
2024-01-02 12:00:00,3337.0,3300.0,2024-01-02,2024,1,2,13,1,2,0,37.0,1.11
2024-01-02 13:00:00,3335.0,3240.0,2024-01-02,2024,1,2,14,1,2,0,95.0,2.85
2024-01-02 14:00:00,3270.0,3180.0,2024-01-02,2024,1,2,15,1,2,0,90.0,2.75
2024-01-02 15:00:00,3195.0,3160.0,2024-01-02,2024,1,2,16,1,2,0,35.0,1.1
2024-01-02 16:00:00,3347.0,3290.0,2024-01-02,2024,1,2,17,1,2,0,57.0,1.7
2024-01-02 17:00:00,3308.0,3290.0,2024-01-02,2024,1,2,18,1,2,0,18.0,0.54
2024-01-02 18:00:00,3256.0,3210.0,2024-01-02,2024,1,2,19,1,2,0,46.0,1.41
2024-01-02 19:00:00,3212.0,3250.0,2024-01-02,2024,1,2,20,1,2,0,-38.0,-1.18
2024-01-02 20:00:00,3150.0,3090.0,2024-01-02,2024,1,2,21,1,2,0,60.0,1.9
2024-01-02 21:00:00,3001.0,2940.0,2024-01-02,2024,1,2,22,1,2,0,61.0,2.03
2024-01-02 22:00:00,2815.0,2750.0,2024-01-02,2024,1,2,23,1,2,0,65.0,2.31
2024-01-02 23:00:00,2669.0,2670.0,2024-01-02,2024,1,2,24,1,2,0,-1.0,-0.04
2024-01-03 00:00:00,2529.0,2580.0,2024-01-03,2024,1,3,1,2,3,0,-51.0,-2.02
2024-01-03 01:00:00,2418.0,2470.0,2024-01-03,2024,1,3,2,2,3,0,-52.0,-2.15
2024-01-03 02:00:00,2436.0,2470.0,2024-01-03,2024,1,3,3,2,3,0,-34.0,-1.4
2024-01-03 03:00:00,2420.0,2430.0,2024-01-03,2024,1,3,4,2,3,0,-10.0,-0.41
2024-01-03 04:00:00,2494.0,2530.0,2024-01-03,2024,1,3,5,2,3,0,-36.0,-1.44
2024-01-03 05:00:00,2644.0,2670.0,2024-01-03,2024,1,3,6,2,3,0,-26.0,-0.98
2024-01-03 06:00:00,2928.0,2940.0,2024-01-03,2024,1,3,7,2,3,0,-12.0,-0.41
2024-01-03 07:00:00,3095.0,3100.0,2024-01-03,2024,1,3,8,2,3,0,-5.0,-0.16
2024-01-03 08:00:00,3216.0,3320.0,2024-01-03,2024,1,3,9,2,3,0,-104.0,-3.23
2024-01-03 09:00:00,3322.0,3450.0,2024-01-03,2024,1,3,10,2,3,0,-128.0,-3.85
2024-01-03 10:00:00,3250.0,3430.0,2024-01-03,2024,1,3,11,2,3,0,-180.0,-5.54
2024-01-03 11:00:00,3390.0,3520.0,2024-01-03,2024,1,3,12,2,3,0,-130.0,-3.83
2024-01-03 12:00:00,3359.0,3520.0,2024-01-03,2024,1,3,13,2,3,0,-161.0,-4.79
2024-01-03 13:00:00,3333.0,3500.0,2024-01-03,2024,1,3,14,2,3,0,-167.0,-5.01
2024-01-03 14:00:00,3247.0,3420.0,2024-01-03,2024,1,3,15,2,3,0,-173.0,-5.33
2024-01-03 15:00:00,3208.0,3380.0,2024-01-03,2024,1,3,16,2,3,0,-172.0,-5.36
2024-01-03 16:00:00,3387.0,3520.0,2024-01-03,2024,1,3,17,2,3,0,-133.0,-3.93
2024-01-03 17:00:00,3373.0,3490.0,2024-01-03,2024,1,3,18,2,3,0,-117.0,-3.47
2024-01-03 18:00:00,3349.0,3440.0,2024-01-03,2024,1,3,19,2,3,0,-91.0,-2.72
2024-01-03 19:00:00,3290.0,3290.0,2024-01-03,2024,1,3,20,2,3,0,0.0,0.0
2024-01-03 20:00:00,3219.0,3200.0,2024-01-03,2024,1,3,21,2,3,0,19.0,0.59
2024-01-03 21:00:00,3029.0,3010.0,2024-01-03,2024,1,3,22,2,3,0,19.0,0.63
2024-01-03 22:00:00,2859.0,2830.0,2024-01-03,2024,1,3,23,2,3,0,29.0,1.01
2024-01-03 23:00:00,2703.0,2710.0,2024-01-03,2024,1,3,24,2,3,0,-7.0,-0.26
2024-01-04 00:00:00,2574.0,2490.0,2024-01-04,2024,1,4,1,3,4,0,84.0,3.26
2024-01-04 01:00:00,2482.0,2460.0,2024-01-04,2024,1,4,2,3,4,0,22.0,0.89
2024-01-04 02:00:00,2508.0,2430.0,2024-01-04,2024,1,4,3,3,4,0,78.0,3.11
2024-01-04 03:00:00,2482.0,2470.0,2024-01-04,2024,1,4,4,3,4,0,12.0,0.48
2024-01-04 04:00:00,2533.0,2590.0,2024-01-04,2024,1,4,5,3,4,0,-57.0,-2.25
2024-01-04 05:00:00,2659.0,2750.0,2024-01-04,2024,1,4,6,3,4,0,-91.0,-3.42
2024-01-04 06:00:00,2893.0,3040.0,2024-01-04,2024,1,4,7,3,4,0,-147.0,-5.08
2024-01-04 07:00:00,3030.0,3180.0,2024-01-04,2024,1,4,8,3,4,0,-150.0,-4.95
2024-01-04 08:00:00,3146.0,3320.0,2024-01-04,2024,1,4,9,3,4,0,-174.0,-5.53
2024-01-04 09:00:00,3265.0,3380.0,2024-01-04,2024,1,4,10,3,4,0,-115.0,-3.52
2024-01-04 10:00:00,3235.0,3330.0,2024-01-04,2024,1,4,11,3,4,0,-95.0,-2.94
2024-01-04 11:00:00,3395.0,3410.0,2024-01-04,2024,1,4,12,3,4,0,-15.0,-0.44
2024-01-04 12:00:00,3385.0,3400.0,2024-01-04,2024,1,4,13,3,4,0,-15.0,-0.44
2024-01-04 13:00:00,3364.0,3330.0,2024-01-04,2024,1,4,14,3,4,0,34.0,1.01
2024-01-04 14:00:00,3300.0,3220.0,2024-01-04,2024,1,4,15,3,4,0,80.0,2.42
2024-01-04 15:00:00,3269.0,3340.0,2024-01-04,2024,1,4,16,3,4,0,-71.0,-2.17
2024-01-04 16:00:00,3451.0,3390.0,2024-01-04,2024,1,4,17,3,4,0,61.0,1.77
2024-01-04 17:00:00,3421.0,3320.0,2024-01-04,2024,1,4,18,3,4,0,101.0,2.95
2024-01-04 18:00:00,3364.0,3280.0,2024-01-04,2024,1,4,19,3,4,0,84.0,2.5
2024-01-04 19:00:00,3332.0,3180.0,2024-01-04,2024,1,4,20,3,4,0,152.0,4.56
2024-01-04 20:00:00,3240.0,3060.0,2024-01-04,2024,1,4,21,3,4,0,180.0,5.56
2024-01-04 21:00:00,3072.0,2920.0,2024-01-04,2024,1,4,22,3,4,0,152.0,4.95
2024-01-04 22:00:00,2881.0,2750.0,2024-01-04,2024,1,4,23,3,4,0,131.0,4.55
2024-01-04 23:00:00,2730.0,2610.0,2024-01-04,2024,1,4,24,3,4,0,120.0,4.4
2024-01-05 00:00:00,2609.0,2530.0,2024-01-05,2024,1,5,1,4,5,0,79.0,3.03
2024-01-05 01:00:00,2511.0,2450.0,2024-01-05,2024,1,5,2,4,5,0,61.0,2.43
2024-01-05 02:00:00,2520.0,2450.0,2024-01-05,2024,1,5,3,4,5,0,70.0,2.78
2024-01-05 03:00:00,2490.0,2500.0,2024-01-05,2024,1,5,4,4,5,0,-10.0,-0.4
2024-01-05 04:00:00,2585.0,2590.0,2024-01-05,2024,1,5,5,4,5,0,-5.0,-0.19
2024-01-05 05:00:00,2729.0,2750.0,2024-01-05,2024,1,5,6,4,5,0,-21.0,-0.77
2024-01-05 06:00:00,3051.0,3030.0,2024-01-05,2024,1,5,7,4,5,0,21.0,0.69
2024-01-05 07:00:00,3222.0,3150.0,2024-01-05,2024,1,5,8,4,5,0,72.0,2.23
2024-01-05 08:00:00,3303.0,3290.0,2024-01-05,2024,1,5,9,4,5,0,13.0,0.39
2024-01-05 09:00:00,3416.0,3300.0,2024-01-05,2024,1,5,10,4,5,0,116.0,3.4
2024-01-05 10:00:00,3326.0,3290.0,2024-01-05,2024,1,5,11,4,5,0,36.0,1.08
2024-01-05 11:00:00,3430.0,3390.0,2024-01-05,2024,1,5,12,4,5,0,40.0,1.17
2024-01-05 12:00:00,3398.0,3340.0,2024-01-05,2024,1,5,13,4,5,0,58.0,1.71
2024-01-05 13:00:00,3373.0,3320.0,2024-01-05,2024,1,5,14,4,5,0,53.0,1.57
2024-01-05 14:00:00,3332.0,3240.0,2024-01-05,2024,1,5,15,4,5,0,92.0,2.76
2024-01-05 15:00:00,3334.0,3210.0,2024-01-05,2024,1,5,16,4,5,0,124.0,3.72
2024-01-05 16:00:00,3502.0,3370.0,2024-01-05,2024,1,5,17,4,5,0,132.0,3.77
2024-01-05 17:00:00,3486.0,3370.0,2024-01-05,2024,1,5,18,4,5,0,116.0,3.33
2024-01-05 18:00:00,3410.0,3330.0,2024-01-05,2024,1,5,19,4,5,0,80.0,2.35
2024-01-05 19:00:00,3358.0,3280.0,2024-01-05,2024,1,5,20,4,5,0,78.0,2.32
2024-01-05 20:00:00,3276.0,3090.0,2024-01-05,2024,1,5,21,4,5,0,186.0,5.68
2024-01-05 21:00:00,3079.0,2930.0,2024-01-05,2024,1,5,22,4,5,0,149.0,4.84
2024-01-05 22:00:00,2891.0,2770.0,2024-01-05,2024,1,5,23,4,5,0,121.0,4.19
2024-01-05 23:00:00,2750.0,2660.0,2024-01-05,2024,1,5,24,4,5,0,90.0,3.27
2024-01-06 00:00:00,2614.0,2510.0,2024-01-06,2024,1,6,1,5,6,1,104.0,3.98
2024-01-06 01:00:00,2483.0,2410.0,2024-01-06,2024,1,6,2,5,6,1,73.0,2.94
2024-01-06 02:00:00,2487.0,2430.0,2024-01-06,2024,1,6,3,5,6,1,57.0,2.29
2024-01-06 03:00:00,2444.0,2420.0,2024-01-06,2024,1,6,4,5,6,1,24.0,0.98
2024-01-06 04:00:00,2462.0,2430.0,2024-01-06,2024,1,6,5,5,6,1,32.0,1.3
2024-01-06 05:00:00,2468.0,2420.0,2024-01-06,2024,1,6,6,5,6,1,48.0,1.94
2024-01-06 06:00:00,2554.0,2560.0,2024-01-06,2024,1,6,7,5,6,1,-6.0,-0.23
2024-01-06 07:00:00,2652.0,2630.0,2024-01-06,2024,1,6,8,5,6,1,22.0,0.83
2024-01-06 08:00:00,2794.0,2860.0,2024-01-06,2024,1,6,9,5,6,1,-66.0,-2.36
2024-01-06 09:00:00,3037.0,2960.0,2024-01-06,2024,1,6,10,5,6,1,77.0,2.54
2024-01-06 10:00:00,3111.0,2980.0,2024-01-06,2024,1,6,11,5,6,1,131.0,4.21
2024-01-06 11:00:00,3319.0,3050.0,2024-01-06,2024,1,6,12,5,6,1,269.0,8.1
2024-01-06 12:00:00,3250.0,2980.0,2024-01-06,2024,1,6,13,5,6,1,270.0,8.31
2024-01-06 13:00:00,3173.0,2950.0,2024-01-06,2024,1,6,14,5,6,1,223.0,7.03
2024-01-06 14:00:00,3096.0,2930.0,2024-01-06,2024,1,6,15,5,6,1,166.0,5.36
2024-01-06 15:00:00,3017.0,2880.0,2024-01-06,2024,1,6,16,5,6,1,137.0,4.54
2024-01-06 16:00:00,3128.0,3060.0,2024-01-06,2024,1,6,17,5,6,1,68.0,2.17
2024-01-06 17:00:00,3066.0,3040.0,2024-01-06,2024,1,6,18,5,6,1,26.0,0.85
2024-01-06 18:00:00,3044.0,3080.0,2024-01-06,2024,1,6,19,5,6,1,-36.0,-1.18
2024-01-06 19:00:00,3002.0,3020.0,2024-01-06,2024,1,6,20,5,6,1,-18.0,-0.6
2024-01-06 20:00:00,2962.0,2880.0,2024-01-06,2024,1,6,21,5,6,1,82.0,2.77
2024-01-06 21:00:00,2818.0,2750.0,2024-01-06,2024,1,6,22,5,6,1,68.0,2.41
2024-01-06 22:00:00,2703.0,2620.0,2024-01-06,2024,1,6,23,5,6,1,83.0,3.07
2024-01-06 23:00:00,2608.0,2580.0,2024-01-06,2024,1,6,24,5,6,1,28.0,1.07
2024-01-07 00:00:00,2496.0,2400.0,2024-01-07,2024,1,7,1,6,7,1,96.0,3.85
2024-01-07 01:00:00,2400.0,2350.0,2024-01-07,2024,1,7,2,6,7,1,50.0,2.08
2024-01-07 02:00:00,2414.0,2340.0,2024-01-07,2024,1,7,3,6,7,1,74.0,3.07
2024-01-07 03:00:00,2395.0,2340.0,2024-01-07,2024,1,7,4,6,7,1,55.0,2.3
2024-01-07 04:00:00,2410.0,2360.0,2024-01-07,2024,1,7,5,6,7,1,50.0,2.07
2024-01-07 05:00:00,2478.0,2440.0,2024-01-07,2024,1,7,6,6,7,1,38.0,1.53
2024-01-07 06:00:00,2581.0,2560.0,2024-01-07,2024,1,7,7,6,7,1,21.0,0.81
2024-01-07 07:00:00,2701.0,2680.0,2024-01-07,2024,1,7,8,6,7,1,21.0,0.78
2024-01-07 08:00:00,2892.0,2950.0,2024-01-07,2024,1,7,9,6,7,1,-58.0,-2.01
2024-01-07 09:00:00,3184.0,3050.0,2024-01-07,2024,1,7,10,6,7,1,134.0,4.21
2024-01-07 10:00:00,3279.0,3200.0,2024-01-07,2024,1,7,11,6,7,1,79.0,2.41
2024-01-07 11:00:00,3470.0,3350.0,2024-01-07,2024,1,7,12,6,7,1,120.0,3.46
2024-01-07 12:00:00,3387.0,3200.0,2024-01-07,2024,1,7,13,6,7,1,187.0,5.52
2024-01-07 13:00:00,3285.0,3150.0,2024-01-07,2024,1,7,14,6,7,1,135.0,4.11
2024-01-07 14:00:00,3219.0,3070.0,2024-01-07,2024,1,7,15,6,7,1,149.0,4.63
2024-01-07 15:00:00,3147.0,3250.0,2024-01-07,2024,1,7,16,6,7,1,-103.0,-3.27
2024-01-07 16:00:00,3334.0,3220.0,2024-01-07,2024,1,7,17,6,7,1,114.0,3.42
2024-01-07 17:00:00,3328.0,3240.0,2024-01-07,2024,1,7,18,6,7,1,88.0,2.64
2024-01-07 18:00:00,3382.0,3050.0,2024-01-07,2024,1,7,19,6,7,1,332.0,9.82
2024-01-07 19:00:00,3314.0,2950.0,2024-01-07,2024,1,7,20,6,7,1,364.0,10.98
2024-01-07 20:00:00,3272.0,2850.0,2024-01-07,2024,1,7,21,6,7,1,422.0,12.9
2024-01-07 21:00:00,3092.0,2750.0,2024-01-07,2024,1,7,22,6,7,1,342.0,11.06
2024-01-07 22:00:00,2973.0,2650.0,2024-01-07,2024,1,7,23,6,7,1,323.0,10.86
2024-01-07 23:00:00,2831.0,2600.0,2024-01-07,2024,1,7,24,6,7,1,231.0,8.16
2024-01-08 00:00:00,2726.0,2600.0,2024-01-08,2024,1,8,1,0,8,0,126.0,4.62
2024-01-08 01:00:00,2669.0,2560.0,2024-01-08,2024,1,8,2,0,8,0,109.0,4.08
2024-01-08 02:00:00,2697.0,2550.0,2024-01-08,2024,1,8,3,0,8,0,147.0,5.45
2024-01-08 03:00:00,2683.0,2610.0,2024-01-08,2024,1,8,4,0,8,0,73.0,2.72
2024-01-08 04:00:00,2792.0,2780.0,2024-01-08,2024,1,8,5,0,8,0,12.0,0.43
2024-01-08 05:00:00,3011.0,3130.0,2024-01-08,2024,1,8,6,0,8,0,-119.0,-3.95
2024-01-08 06:00:00,3483.0,3580.0,2024-01-08,2024,1,8,7,0,8,0,-97.0,-2.78
2024-01-08 07:00:00,3757.0,3680.0,2024-01-08,2024,1,8,8,0,8,0,77.0,2.05
2024-01-08 08:00:00,3885.0,3820.0,2024-01-08,2024,1,8,9,0,8,0,65.0,1.67
2024-01-08 09:00:00,3948.0,3750.0,2024-01-08,2024,1,8,10,0,8,0,198.0,5.02
2024-01-08 10:00:00,3795.0,3720.0,2024-01-08,2024,1,8,11,0,8,0,75.0,1.98
2024-01-08 11:00:00,3920.0,3820.0,2024-01-08,2024,1,8,12,0,8,0,100.0,2.55
2024-01-08 12:00:00,3888.0,3770.0,2024-01-08,2024,1,8,13,0,8,0,118.0,3.03
2024-01-08 13:00:00,3864.0,3700.0,2024-01-08,2024,1,8,14,0,8,0,164.0,4.24
2024-01-08 14:00:00,3899.0,3630.0,2024-01-08,2024,1,8,15,0,8,0,269.0,6.9
2024-01-08 15:00:00,3848.0,3770.0,2024-01-08,2024,1,8,16,0,8,0,78.0,2.03
2024-01-08 16:00:00,4037.0,3820.0,2024-01-08,2024,1,8,17,0,8,0,217.0,5.38
2024-01-08 17:00:00,4002.0,3720.0,2024-01-08,2024,1,8,18,0,8,0,282.0,7.05
2024-01-08 18:00:00,3953.0,3740.0,2024-01-08,2024,1,8,19,0,8,0,213.0,5.39
2024-01-08 19:00:00,3889.0,3650.0,2024-01-08,2024,1,8,20,0,8,0,239.0,6.15
2024-01-08 20:00:00,3810.0,3400.0,2024-01-08,2024,1,8,21,0,8,0,410.0,10.76
2024-01-08 21:00:00,3574.0,3210.0,2024-01-08,2024,1,8,22,0,8,0,364.0,10.18
2024-01-08 22:00:00,3369.0,3000.0,2024-01-08,2024,1,8,23,0,8,0,369.0,10.95
2024-01-08 23:00:00,3199.0,2880.0,2024-01-08,2024,1,8,24,0,8,0,319.0,9.97
2024-01-09 00:00:00,3069.0,2840.0,2024-01-09,2024,1,9,1,1,9,0,229.0,7.46
2024-01-09 01:00:00,2974.0,2810.0,2024-01-09,2024,1,9,2,1,9,0,164.0,5.51
2024-01-09 02:00:00,3031.0,2820.0,2024-01-09,2024,1,9,3,1,9,0,211.0,6.96
2024-01-09 03:00:00,3030.0,2860.0,2024-01-09,2024,1,9,4,1,9,0,170.0,5.61
2024-01-09 04:00:00,3117.0,3030.0,2024-01-09,2024,1,9,5,1,9,0,87.0,2.79
2024-01-09 05:00:00,3318.0,3290.0,2024-01-09,2024,1,9,6,1,9,0,28.0,0.84
2024-01-09 06:00:00,3785.0,3680.0,2024-01-09,2024,1,9,7,1,9,0,105.0,2.77
2024-01-09 07:00:00,4015.0,3820.0,2024-01-09,2024,1,9,8,1,9,0,195.0,4.86
2024-01-09 08:00:00,4048.0,3960.0,2024-01-09,2024,1,9,9,1,9,0,88.0,2.17
2024-01-09 09:00:00,4066.0,3910.0,2024-01-09,2024,1,9,10,1,9,0,156.0,3.84
2024-01-09 10:00:00,3874.0,3800.0,2024-01-09,2024,1,9,11,1,9,0,74.0,1.91
2024-01-09 11:00:00,3931.0,3890.0,2024-01-09,2024,1,9,12,1,9,0,41.0,1.04
2024-01-09 12:00:00,3872.0,3820.0,2024-01-09,2024,1,9,13,1,9,0,52.0,1.34
2024-01-09 13:00:00,3823.0,3790.0,2024-01-09,2024,1,9,14,1,9,0,33.0,0.86
2024-01-09 14:00:00,3791.0,3790.0,2024-01-09,2024,1,9,15,1,9,0,1.0,0.03
2024-01-09 15:00:00,3792.0,3820.0,2024-01-09,2024,1,9,16,1,9,0,-28.0,-0.74
2024-01-09 16:00:00,4018.0,3980.0,2024-01-09,2024,1,9,17,1,9,0,38.0,0.95
2024-01-09 17:00:00,4045.0,3920.0,2024-01-09,2024,1,9,18,1,9,0,125.0,3.09
2024-01-09 18:00:00,4018.0,3840.0,2024-01-09,2024,1,9,19,1,9,0,178.0,4.43
2024-01-09 19:00:00,3982.0,3760.0,2024-01-09,2024,1,9,20,1,9,0,222.0,5.58
2024-01-09 20:00:00,3874.0,3560.0,2024-01-09,2024,1,9,21,1,9,0,314.0,8.11
2024-01-09 21:00:00,3650.0,3360.0,2024-01-09,2024,1,9,22,1,9,0,290.0,7.95
2024-01-09 22:00:00,3432.0,3190.0,2024-01-09,2024,1,9,23,1,9,0,242.0,7.05
2024-01-09 23:00:00,3290.0,3040.0,2024-01-09,2024,1,9,24,1,9,0,250.0,7.6
2024-01-10 00:00:00,3139.0,2990.0,2024-01-10,2024,1,10,1,2,10,0,149.0,4.75
2024-01-10 01:00:00,3046.0,2950.0,2024-01-10,2024,1,10,2,2,10,0,96.0,3.15
2024-01-10 02:00:00,3110.0,2980.0,2024-01-10,2024,1,10,3,2,10,0,130.0,4.18
2024-01-10 03:00:00,3089.0,3030.0,2024-01-10,2024,1,10,4,2,10,0,59.0,1.91
2024-01-10 04:00:00,3183.0,3220.0,2024-01-10,2024,1,10,5,2,10,0,-37.0,-1.16
2024-01-10 05:00:00,3390.0,3490.0,2024-01-10,2024,1,10,6,2,10,0,-100.0,-2.95
2024-01-10 06:00:00,3852.0,3970.0,2024-01-10,2024,1,10,7,2,10,0,-118.0,-3.06
2024-01-10 07:00:00,4077.0,4020.0,2024-01-10,2024,1,10,8,2,10,0,57.0,1.4
2024-01-10 08:00:00,4122.0,4080.0,2024-01-10,2024,1,10,9,2,10,0,42.0,1.02
2024-01-10 09:00:00,4072.0,3880.0,2024-01-10,2024,1,10,10,2,10,0,192.0,4.72
2024-01-10 10:00:00,3841.0,3960.0,2024-01-10,2024,1,10,11,2,10,0,-119.0,-3.1
2024-01-10 11:00:00,3895.0,3900.0,2024-01-10,2024,1,10,12,2,10,0,-5.0,-0.13
2024-01-10 12:00:00,3834.0,3830.0,2024-01-10,2024,1,10,13,2,10,0,4.0,0.1
2024-01-10 13:00:00,3795.0,3800.0,2024-01-10,2024,1,10,14,2,10,0,-5.0,-0.13
2024-01-10 14:00:00,3775.0,3790.0,2024-01-10,2024,1,10,15,2,10,0,-15.0,-0.4
2024-01-10 15:00:00,3783.0,3850.0,2024-01-10,2024,1,10,16,2,10,0,-67.0,-1.77
2024-01-10 16:00:00,4039.0,4050.0,2024-01-10,2024,1,10,17,2,10,0,-11.0,-0.27
2024-01-10 17:00:00,4056.0,3960.0,2024-01-10,2024,1,10,18,2,10,0,96.0,2.37
2024-01-10 18:00:00,4031.0,3930.0,2024-01-10,2024,1,10,19,2,10,0,101.0,2.51
2024-01-10 19:00:00,4010.0,3880.0,2024-01-10,2024,1,10,20,2,10,0,130.0,3.24
2024-01-10 20:00:00,3917.0,3700.0,2024-01-10,2024,1,10,21,2,10,0,217.0,5.54
2024-01-10 21:00:00,3671.0,3420.0,2024-01-10,2024,1,10,22,2,10,0,251.0,6.84
2024-01-10 22:00:00,3457.0,3270.0,2024-01-10,2024,1,10,23,2,10,0,187.0,5.41
2024-01-10 23:00:00,3280.0,3130.0,2024-01-10,2024,1,10,24,2,10,0,150.0,4.57
2024-01-11 00:00:00,3153.0,3100.0,2024-01-11,2024,1,11,1,3,11,0,53.0,1.68
2024-01-11 01:00:00,3077.0,3060.0,2024-01-11,2024,1,11,2,3,11,0,17.0,0.55
2024-01-11 02:00:00,3118.0,3080.0,2024-01-11,2024,1,11,3,3,11,0,38.0,1.22
2024-01-11 03:00:00,3131.0,3120.0,2024-01-11,2024,1,11,4,3,11,0,11.0,0.35
2024-01-11 04:00:00,3224.0,3280.0,2024-01-11,2024,1,11,5,3,11,0,-56.0,-1.74
2024-01-11 05:00:00,3445.0,3600.0,2024-01-11,2024,1,11,6,3,11,0,-155.0,-4.5
2024-01-11 06:00:00,3898.0,4020.0,2024-01-11,2024,1,11,7,3,11,0,-122.0,-3.13
2024-01-11 07:00:00,4090.0,4100.0,2024-01-11,2024,1,11,8,3,11,0,-10.0,-0.24
2024-01-11 08:00:00,4131.0,4140.0,2024-01-11,2024,1,11,9,3,11,0,-9.0,-0.22
2024-01-11 09:00:00,4099.0,3930.0,2024-01-11,2024,1,11,10,3,11,0,169.0,4.12
2024-01-11 10:00:00,3834.0,3910.0,2024-01-11,2024,1,11,11,3,11,0,-76.0,-1.98
2024-01-11 11:00:00,3892.0,3950.0,2024-01-11,2024,1,11,12,3,11,0,-58.0,-1.49
2024-01-11 12:00:00,3899.0,3880.0,2024-01-11,2024,1,11,13,3,11,0,19.0,0.49
2024-01-11 13:00:00,3926.0,3840.0,2024-01-11,2024,1,11,14,3,11,0,86.0,2.19
2024-01-11 14:00:00,3922.0,3850.0,2024-01-11,2024,1,11,15,3,11,0,72.0,1.84
2024-01-11 15:00:00,3869.0,3910.0,2024-01-11,2024,1,11,16,3,11,0,-41.0,-1.06
2024-01-11 16:00:00,4066.0,4080.0,2024-01-11,2024,1,11,17,3,11,0,-14.0,-0.34
2024-01-11 17:00:00,4063.0,3990.0,2024-01-11,2024,1,11,18,3,11,0,73.0,1.8
2024-01-11 18:00:00,3996.0,3980.0,2024-01-11,2024,1,11,19,3,11,0,16.0,0.4
